Title (Address),Area (sq-ft),Price (Cr)
2 BHK House for Sale in Deen Dayal Puram Kanpur,645 sqft,"₹
46.5 Lac"
2 BHK House for Sale in Rawatpur Kanpur,170 sqft,"₹
40 Lac"
3 BHK House for Sale in LIG Vaidehi Vihar Kanpur,135 sqm,"₹
49 Lac"
4 BHK House for Sale in Mariampur Kanpur,Resale,"₹
2.25 Cr"
2 BHK House for Sale in Parmat Kanpur,450 sqft,"₹
60 Lac"
2 BHK Builder Floor for Sale in Panki Kanpur,550 sqft,"₹
32 Lac"
4 BHK House for Sale in 208002 Kanpur,900 sqft,"₹
55 Lac"
2 BHK Apartment for Sale in behind mithas Kanpur,950 sqft,"₹
56 Lac"
3 BHK Apartment for Sale in Mall Road Kanpur,1200 sqft,"₹
70 Lac"
4 BHK House for Sale in Gandhinagar Kanpur,5000 sqft,"₹
1.40 Cr"
4 BHK Villa for Sale in Jk Puri Kanpur,226 sqyrd,"₹
85 Lac"
3 BHK Apartment for Sale in Arya Nagar Kanpur,1350 sqft,"₹
60 Lac"
2 BHK Apartment for Sale in Kidwainagar Kanpur,87 sqm,"₹
49.5 Lac"
3 BHK House for Sale in Sanigawan Road Kanpur,504 sqft,"₹
39 Lac"
"3 BHK Apartment for Sale in Kanha Shyam Residency, Indranagar Kanpur",1577 sqft,"₹
7.20 Cr"
"3 BHK Apartment for Sale in BL Seven Bungalows, Swarupnagar Kanpur",1200 sqft,"₹
75 Lac"
2 BHK Apartment for Sale in Swaroop Nagar Kanpur,850 sqft,"₹
85 Lac"
2 BHK Apartment for Sale in Naubasta Kanpur,80 sqyrd,"₹
50 Lac"
"2 BHK Apartment for Sale in Shatabdi nagar panki Himgiri sector, Panki Kanpur",700 sqft,"₹
33 Lac"
4 BHK House for Sale in Sanigawan Kanpur,70 sqm,"₹
48 Lac"
4 BHK House for Sale in kda Kanpur,1600 sqft,"₹
2.90 Cr"
4 BHK Apartment for Sale in Nirvana life space Lakhanpur Kanpur,1650 sqft,"₹
1.25 Cr"
4 BHK House for Sale in Kakadeo Kanpur,1600 sqft,"₹
1 Cr"
3 BHK Builder Floor for Sale in Ratanlal Nagar Kanpur,1500 sqft,"₹
70 Lac"
3 BHK House for Sale in P Road Kanpur,243 sqyrd,"₹
3 Cr"
3 BHK Apartment for Sale in Sharda Nagar Kanpur,1600 sqft,"₹
70 Lac"
2 BHK Apartment for Sale in Singhpur Kanpur,1170 sqft,"₹
48 Lac"
3 BHK Villa for Sale in Anwarganj Kanpur,100 sqyrd,"₹
1 Cr"
2 BHK Apartment for Sale in Gadarian Purwa Kanpur,1000 sqft,"₹
30 Lac"
3 BHK Apartment for Sale in Premnagar Kanpur,1100 sqft,"₹
33.4 Lac"
2 BHK Builder Floor for Sale in Purana Kanpur Kanpur,750 sqft,"₹
25.8 Lac"
2 BHK Apartment for Sale in Chunni Ganj Kanpur,990 sqft,"₹
30.1 Lac"
3 BHK House for Sale in Singhpur Kanpur,178 sqyrd,"₹
1.05 Cr"
"2 BHK Apartment for Sale in Samriddhi Shree Enclave, Kalyan Pur Kanpur",800 sqft,"₹
42 Lac"
2 BHK Apartment for Sale in Govindnagar Kanpur,800 sqft,"₹
36 Lac"
3 BHK Apartment for Sale in Govind Nagar Kanpur,1450 sqft,"₹
60 Lac"
"2 BHK Apartment for Sale in Shivalik Enclave, Shyam Nagar Kanpur",970 sqft,"₹
37 Lac"
"3 BHK Apartment for Sale in Civil Lines, Civil Lines Kanpur",1100 sqft,"₹
56 Lac"
3 BHK Apartment for Sale in Anandpuri Kanpur,1500 sqft,"₹
1.25 Cr"
2 BHK Builder Floor for Sale in Patkapur Kanpur,700 sqft,"₹
21 Lac"
2 BHK Villa for Sale in Gandhigram Kanpur,1280 sqft,"₹
1 Cr"
3 BHK House for Sale in Anwarganj Kanpur,2000 sqft,"₹
1 Cr"
3 BHK Apartment for Sale in Gwaltoli Kanpur,1430 sqft,"₹
55 Lac"
3 BHK House for Sale in Machhariya Kanpur,2000 sqft,"₹
60 Lac"
4 BHK Builder Floor for Sale in Anandpuri Kanpur,3000 sqft,"₹
2.10 Cr"
2 BHK Apartment for Sale in Saket Nagar Kanpur,1000 sqft,"₹
42 Lac"
3 BHK Builder Floor for Sale in Lakhanpur Kanpur,1200 sqft,"₹
63 Lac"
3 BHK Apartment for Sale in Niralanagar Juhi Kanpur,1800 sqft,"₹
54.7 Lac"
3 BHK Builder Floor for Sale in Gita Nagar Kanpur,1500 sqft,"₹
51.5 Lac"
3 BHK House for Sale in Swarnjayanti Vihar Kanpur,126 sqyrd,"₹
38 Lac"
3 BHK Apartment for Sale in M.P Udyog Nagar Kanpur,1810 sqft,"₹
1.35 Cr"
4 BHK House for Sale in Gandhigram Kanpur,3200 sqft,"₹
2 Cr"
2 BHK House for Sale in Mangala Vihar Kanpur,1000 sqft,"₹
75 Lac"
4 BHK House for Sale in Mangala Vihar Kanpur,2000 sqft,"₹
1 Cr"
3 BHK Apartment for Sale in Damodar Nagar Kanpur,1100 sqft,"₹
48 Lac"
2 BHK House for Sale in Meston Road Kanpur,1555 sqm,"₹
1 Cr"
4 BHK Villa for Sale in M.P Udyog Nagar Kanpur,4650 sqft,"₹
4.25 Cr"
3 BHK Builder Floor for Sale in Mariampur Kanpur,1350 sqft,"₹
95 Lac"
2 BHK House for Sale in Jagai Purwa Kanpur,1200 sqft,"₹
70 Lac"
3 BHK Apartment for Sale in Mulganj Kanpur,1500 sqft,"₹
45.6 Lac"
2 BHK House for Sale in Premnagar Kanpur,Resale,"₹
30 Lac"
2 BHK Villa for Sale in Premnagar Kanpur,1000 sqft,"₹
7.50 Cr"
3 BHK Builder Floor for Sale in Sujatganj Kanpur,1450 sqft,"₹
49.8 Lac"
3 BHK Builder Floor for Sale in Mulganj Kanpur,1024 sqft,"₹
35.2 Lac"
"2 BHK Flat for Sale in Laguna Azul, Vasco Da Gama, Goa",732 sqft,"₹
70 Lac"
4 BHK Villa for Sale in Assagao Goa,240 sqm,"₹
10 Cr"
3 BHK Villa for Sale in Siolim Goa,144 sqm,"₹
6.10 Cr"
"2 BHK Flat for Sale in Umiya Sundance, Vasco Da Gama, Goa",900 sqft,"₹
72 Lac"
"2 BHK Flat for Sale in Calangute, Goa",92 sqm,"₹
2.08 Cr"
3 BHK Villa for Sale in Porvorim Goa,253 sqm,"₹
4.42 Cr"
"3 BHK Flat for Sale in Adwalpalkar Shelters, Caranzalem, Goa",154 sqm,"₹
2.10 Cr"
"2 BHK Flat for Sale in Adora De Goa, Vidhyanagar Colony, Goa",575 sqft,"₹
74 Lac"
"3 BHK Villa for Sale in Amrai Co Op Housing Society, Ponda Goa",1223 sqft,"₹
1 Cr"
"3 BHK Flat for Sale in Adora De Goa, Dabolim, Goa",1120 sqft,"₹
1.49 Cr"
"2 BHK Flat for Sale in Aldeia De Goa, Dona Paula, Goa",1636 sqft,"₹
4.75 Cr"
"2 BHK Villa for Sale in Riviera Gardenia, Revora Goa",1500 sqft,"₹
1.95 Cr"
3 BHK Villa for Sale in Airpot Road Goa,150 sqyrd,"₹
3.51 Cr"
"2 BHK Flat for Sale in Whispering Glenz, Siolim, Goa",174 sqm,"₹
2.20 Cr"
"2 BHK Flat for Sale in Taleigao, Goa",87 sqm,"₹
70 Lac"
"3 BHK Flat for Sale in Merces, Goa",1450 sqft,"₹
1.03 Cr"
"2 BHK Flat for Sale in Siolim, Goa",150 sqm,"₹
75 Lac"
4 BHK Villa for Sale in Benaulim Goa,1650 sqft,"₹
2.50 Cr"
"3 BHK Villa for Sale in Pinto Rosario Square Row House, Aradi Socorro Goa",2300 sqft,"₹
4 Cr"
"3 BHK Villa for Sale in Aldeia Serenia, Assagao Goa",2250 sqft,"₹
5.47 Cr"
"4 BHK Villa for Sale in Casa Suenos, Siolim Goa",3707 sqft,"₹
6.70 Cr"
4 BHK Villa for Sale in Porvorim Goa,2066 sqft,"₹
4.55 Cr"
"3 BHK Flat for Sale in Majorda, Goa",110 sqm,"₹
1.20 Cr"
3 BHK House for Sale in Parra Goa,178 sqm,"₹
2.35 Cr"
"2 BHK Flat for Sale in Tivim, Goa",101 sqm,"₹
75 Lac"
"2 BHK Flat for Sale in Marcel, Goa",100 sqm,"₹
60 Lac"
2 BHK Apartment for Sale in Ponda Goa,90 sqm,"₹
64.5 Lac"
4 BHK Villa for Sale in Mia Casa Goa,2370 sqft,"₹
2.95 Cr"
2 BHK House for Sale in Madgaon Goa,90 sqm,"₹
70 Lac"
2 BHK Builder Floor for Sale in Pilerne Goa,75 sqm,"₹
75 Lac"
4 BHK House for Sale in Marcel Goa,196 sqm,"₹
3.50 Cr"
"3 BHK Villa for Sale in Acron Uplands, Nachinola Goa",1600 sqft,"₹
2.90 Cr"
2 BHK Apartment for Sale in Dabolim Goa,659 sqft,"₹
1.10 Cr"
4 BHK Villa for Sale in Aradi Socorro Goa,1950 sqft,"₹
3.95 Cr"
3 BHK Villa for Sale in Seraulim Goa,1506 sqft,"₹
2 Cr"
3 BHK Penthouse for Sale in Porvorim Goa,140 sqm,"₹
2.40 Cr"
4 BHK Penthouse for Sale in Anjuna Goa,240 sqm,"₹
3.75 Cr"
3 BHK Villa for Sale in Pilerne Goa,195 sqm,"₹
3.50 Cr"
3 BHK Villa for Sale in Curtorim Goa,190 sqm,"₹
3 Cr"
4 BHK Villa for Sale in Pilerne Goa,7000 sqft,"₹
12.95 Cr"
4 BHK Villa for Sale in Dona Paula Goa,480 sqm,"₹
14 Cr"
4 BHK Villa for Sale in Miramar Goa,220 sqm,"₹
3.15 Cr"
4 BHK Villa for Sale in Margao Goa,250 sqm,"₹
2.50 Cr"
4 BHK Villa for Sale in Betalbatim Goa,304 sqm,"₹
5 Cr"
"2 BHK Apartment for Sale in Urban Oasis, Taleigao Goa",80 sqm,"₹
1.10 Cr"
3 BHK Apartment for Sale in Caranzalem Goa,100 sqm,"₹
1 Cr"
3 BHK Apartment for Sale in Panjim Goa,200 sqm,"₹
4.50 Cr"
"3 BHK Apartment for Sale in Adora De Goa, Dabolim Goa",1050 sqft,"₹
1.49 Cr"
4 BHK Penthouse for Sale in Benaulim Goa,120 sqm,"₹
1.50 Cr"
3 BHK Villa for Sale in Varca Goa,100 sqm,"₹
2.60 Cr"
4 BHK Villa for Sale in Canca Goa,309 sqm,"₹
9.25 Cr"
"2 BHK Apartment for Sale in Casa De Vida, Arpora Goa",127 sqm,"₹
2 Cr"
3 BHK Villa for Sale in Assagao Goa,3337 sqft,"₹
9 Cr"
"2 BHK Apartment for Sale in Sun N Sand, Candolim Goa",700 sqft,"₹
1.50 Cr"
4 BHK Villa for Sale in VAGATOR BENSON VILLAS Goa,250 sqm,"₹
7 Cr"
2 BHK Apartment for Sale in Saligao Goa,87 sqm,"₹
75 Lac"
3 BHK Villa for Sale in Sioliom Goa,230 sqm,"₹
3.75 Cr"
3 BHK Villa for Sale in Mopa Goa,2000 sqft,"₹
2.59 Cr"
"4 BHK Apartment for Sale in GHD Aangan, Goa Maharashtra Border Goa",2200 sqft,"₹
1.62 Cr"
"4 BHK Villa for Sale in Am Feyre Villas, Saligao Goa",384 sqm,"₹
6.53 Cr"
"3 BHK Villa for Sale in Maura Villas, Moira Goa",180 sqm,"₹
5 Cr"
"2 BHK Apartment for Sale in Tata Goa Paradise, Dabolim Goa",692 sqft,"₹
80 Lac"
2 BHK Apartment for Sale in Benaulim Goa,1062 sqft,"₹
1.50 Cr"
"3 BHK Apartment for Sale in Adora De Goa, Vidhyanagar Colony Goa",800 sqft,"₹
1.47 Cr"
2 BHK Apartment for Sale in Mapusa Goa,105 sqm,"₹
1.15 Cr"
4 BHK Villa for Sale in casa vino Goa,520 sqm,"₹
5.95 Cr"
3 BHK House for Sale in Salvador do Mundo Goa,210 sqm,"₹
2.35 Cr"
2 BHK House for Sale in Benaulim Goa,1100 sqft,"₹
77.5 Lac"
"2 BHK Apartment for Sale in Oasis De Ashiyana, Morjim Goa",1100 sqft,"₹
1.60 Cr"
4 BHK Villa for Sale in Candolim Goa,4500 sqft,"₹
7.75 Cr"
4 BHK Villa for Sale in Sangolda Goa,4317 sqft,"₹
8 Cr"
3 BHK Villa for Sale in Calangute Goa,222 sqm,"₹
5.50 Cr"
3 BHK Villa for Sale in Dabolim Goa,156 sqm,"₹
1.20 Cr"
3 BHK House for Sale in ela goa Goa,403 sqm,"₹
2.90 Cr"
2 BHK Apartment for Sale in Karaswada Goa,95 sqm,"₹
85 Lac"
2 BHK Apartment for Sale in Vasco Da Gama Goa,114 sqm,"₹
75 Lac"
3 BHK Villa for Sale in Saligao Goa,150 sqm,"₹
3.59 Cr"
2 BHK Apartment for Sale in Bainguinim Goa,75 sqm,"₹
45 Lac"
2 BHK Apartment for Sale in Goa Velha Goa,865 sqft,"₹
75 Lac"
2 BHK Apartment for Sale in Marna Goa,964 sqft,"₹
82 Lac"
2 BHK Penthouse for Sale in Porvorim Goa,212 sqm,"₹
1.65 Cr"
"3 BHK Apartment for Sale in Riverview Apartment, Ribandar Goa",138 sqm,"₹
1.35 Cr"
4 BHK Penthouse for Sale in Porvorim Goa,197 sqm,"₹
2.50 Cr"
"2 BHK Apartment for Sale in Antoo Enclave, Panaji Goa",101 sqm,"₹
1.40 Cr"
2 BHK Apartment for Sale in Aradi Socorro Goa,780 sqft,"₹
1.15 Cr"
2 BHK Apartment for Sale in Arpora Goa,800 sqft,"₹
75 Lac"
2 BHK Apartment for Sale in Surya kiran residency Santacruz Goa,90 sqm,"₹
50 Lac"
2 BHK Apartment for Sale in Anjuna Goa,2200 sqft,"₹
2.75 Cr"
4 BHK Villa for Sale in Siolim Goa,3300 sqft,"₹
6.50 Cr"
"2 BHK Apartment for Sale in Harasiddh Charvi Reemz, Anjuna Goa",70 sqm,"₹
2 Cr"
"2 BHK Apartment for Sale in Vision Royale, Merces Goa",107 sqm,"₹
80 Lac"
2 BHK Apartment for Sale in St Inez Goa,800 sqft,"₹
71 Lac"
4 BHK Villa for Sale in Salvador do Mundo Goa,322 sqm,"₹
6.50 Cr"
3 BHK Apartment for Sale in Aradi Socorro Goa,127 sqm,"₹
1.40 Cr"
3 BHK Apartment for Sale in Shanterivan society Varkhande Ponda. Goa Goa,1030 sqft,"₹
75 Lac"
4 BHK House for Sale in Aldona Goa,500 sqm,"₹
7.50 Cr"
2 BHK Apartment for Sale in Dona Paula Goa,123 sqm,"₹
1.02 Cr"
2 BHK House for Sale in madel Goa,120 sqm,"₹
1.80 Cr"
"4 BHK Villa for Sale in Sangolda Villas, Sangolda Goa",3690 sqft,"₹
7.50 Cr"
"2 BHK Apartment for Sale in Tridentia Panache, Margao Goa",1180 sqft,"₹
1.10 Cr"
2 BHK Apartment for Sale in Karmali Railway Station Goa,108 sqm,"₹
75 Lac"
2 BHK Apartment for Sale in Navelim Goa,110 sqm,"₹
94 Lac"
2 BHK Apartment for Sale in Alto-Betim Goa,98 sqm,"₹
68 Lac"
2 BHK Apartment for Sale in sarthak meadows Goa,1016 sqft,"₹
65 Lac"
"3 BHK Apartment for Sale in Lawande Panthea, Curca Goa",145 sqm,"₹
1.75 Cr"
3 BHK Villa for Sale in Alto Porvorim Goa,347 sqm,"₹
4.35 Cr"
"3 BHK Apartment for Sale in Crossroads Elite, Margao Goa",138 sqm,"₹
1.35 Cr"
"2 BHK Apartment for Sale in Mohidins Iconia, Dabolim Goa",124 sqm,"₹
95 Lac"
"3 BHK Apartment for Sale in Desai Abubaker Plaza, Ponda Goa",98 sqm,"₹
75 Lac"
2 BHK House for Sale in Dabolim Goa,1000 sqft,"₹
76 Lac"
2 BHK Builder Floor for Sale in Porvorim Goa,100 sqm,"₹
70 Lac"
"2 BHK Apartment for Sale in Harbour Heights, Calangute Goa",113 sqm,"₹
1.75 Cr"
"2 BHK Apartment for Sale in Ratan Exotica By Pincodes Bharat, Varca Goa",109 sqm,"₹
68.1 Lac"
"2 BHK Apartment for Sale in Acqua Eden, Sancoale Goa",3330 sqft,"₹
4.49 Cr"
2 BHK Builder Floor for Sale in Fatorda Goa,840 sqft,"₹
55 Lac"
3 BHK House for Sale in Fatorda Goa,1600 sqft,"₹
2.10 Cr"
3 BHK Villa for Sale in Canca Goa,178 sqm,"₹
1.35 Cr"
3 BHK House for Sale in Colva Goa,2000 sqft,"₹
3.50 Cr"
2 BHK Apartment for Sale in Borda Goa,105 sqm,"₹
75 Lac"
"2 BHK Apartment for Sale in Karekar Residency, Panjim Goa",94 sqm,"₹
1.88 Cr"
2 BHK Apartment for Sale in Velsao Goa,1162 sqft,"₹
55 Lac"
"2 BHK Apartment for Sale in Corlim Gardens, Corlim Goa",1184 sqft,"₹
71 Lac"
2 BHK Villa for Sale in Calangute Goa,1291 sqft,"₹
1.65 Cr"
2 BHK Apartment for Sale in Sircaim Goa,797 sqft,"₹
65 Lac"
"2 BHK Apartment for Sale in Zuari Rain Forest, Sancoale Goa",1200 sqft,"₹
1.50 Cr"
2 BHK Villa for Sale in Kadamba Plateau Goa,2000 sqft,"₹
2 Cr"
3 BHK Apartment for Sale in Vasco Da Gama Goa,131 sqm,"₹
80 Lac"
4 BHK Apartment for Sale in sapna park ponda goa Goa,122 sqm,"₹
1.10 Cr"
4 BHK House for Sale in south goa Goa,230 sqm,"₹
2.40 Cr"
2 BHK Apartment for Sale in Cuncolim Goa,770 sqft,"₹
51 Lac"
2 BHK Apartment for Sale in Atmatara Goa,90 sqm,"₹
60 Lac"
4 BHK Villa for Sale in Arossim Goa,244 sqm,"₹
5.50 Cr"
3 BHK House for Sale in Arpora Goa,165 sqm,"₹
3 Cr"
2 BHK Apartment for Sale in Near Carmona Panchayat Goa,96 sqm,"₹
62 Lac"
"2 BHK Apartment for Sale in Nachinola, Goa Goa",845 sqft,"₹
63 Lac"
"2 BHK Apartment for Sale in Models Avalon, St Inez Goa",80 sqm,"₹
1.50 Cr"
2 BHK Builder Floor for Sale in Marcel Goa,870 sqft,"₹
33 Lac"
"2 BHK Apartment for Sale in Heritage Floresta, Siolim Goa",1310 sqft,"₹
2.10 Cr"
2 BHK Builder Floor for Sale in Verna Goa,890 sqft,"₹
48.8 Lac"
3 BHK Builder Floor for Sale in Calangute Goa,1184 sqft,"₹
99 Lac"
"2 BHK Apartment for Sale in Riviera Sublime, Siolim Goa",105 sqm,"₹
2 Cr"
2 BHK Apartment for Sale in Sai Enclave Goa Goa,450 sqft,"₹
52 Lac"
4 BHK House for Sale in Panaji Goa,250 sqm,"₹
5 Cr"
3 BHK Apartment for Sale in martin corner Goa,1200 sqft,"₹
1 Cr"
3 BHK Villa for Sale in Mapusa Goa,2270 sqft,"₹
6.75 Cr"
3 BHK House for Sale in The Misty Greens Salvador du Mundo Porvarim Goa,2600 sqft,"₹
3.50 Cr"
"3 BHK Apartment for Sale in Akar Heights, Sancoale Goa",150 sqm,"₹
1.30 Cr"
2 BHK Apartment for Sale in Taleigao Goa,115 sqm,"₹
3.50 Cr"
2 BHK Apartment for Sale in Bicholim Goa,99 sqm,"₹
50 Lac"
3 BHK House for Sale in Navelim Goa,150 sqm,"₹
2.20 Cr"
"4 BHK Villa for Sale in Santa Fe Dreamwoods, Nuvem Goa",2152 sqft,"₹
3.50 Cr"
4 BHK Apartment for Sale in .... Goa,2100 sqft,"₹
2.10 Cr"
2 BHK Apartment for Sale in Siolim Goa,239 sqm,"₹
2.80 Cr"
"2 BHK Apartment for Sale in Bella Casa, Siolim Goa",105 sqm,"₹
2.45 Cr"
2 BHK Apartment for Sale in Canca Goa,1119 sqft,"₹
62 Lac"
3 BHK House for Sale in Alto-Betim Goa,200 sqm,"₹
2.10 Cr"
3 BHK House for Sale in Sircaim Goa,600 sqm,"₹
80 Lac"
3 BHK House for Sale in Ucassaim Goa,1447 sqft,"₹
1.50 Cr"
2 BHK Apartment for Sale in Tiswadi Goa,99 sqm,"₹
50 Lac"
"2 BHK Apartment for Sale in TATA Rio De Goa, Dabolim Goa",1180 sqft,"₹
1.25 Cr"
2 BHK Apartment for Sale in Moira Goa,1000 sqft,"₹
65 Lac"
2 BHK Apartment for Sale in Corlim Goa,86 sqm,"₹
55 Lac"
"2 BHK Villa for Sale in Gera River of Joy, Kadamba Plateau Goa",100 sqft,"₹
1.55 Cr"
2 BHK Apartment for Sale in Santa cruz Goa,1000 sqft,"₹
1 Cr"
"4 BHK Apartment for Sale in TATA Rio De Goa, Dabolim Goa",152 sqm,"₹
1.50 Cr"
"3 BHK Apartment for Sale in Mohidins Iconia, Dabolim Goa",1600 sqft,"₹
1.30 Cr"
3 BHK Villa for Sale in Old Goa Goa,225 sqm,"₹
1.60 Cr"
2 BHK Villa for Sale in Assagao Goa,162 sqm,"₹
3.60 Cr"
2 BHK Apartment for Sale in Porvorim Goa,900 sqft,"₹
95 Lac"
3 BHK Apartment for Sale in Bambolim Goa,142 sqm,"₹
1.41 Cr"
3 BHK Apartment for Sale in Ribandar Goa,107 sqm,"₹
70 Lac"
"3 BHK Apartment for Sale in Floresta, Dabolim Goa",151 sqm,"₹
1.25 Cr"
3 BHK Villa for Sale in Parra Goa,4500 sqft,"₹
21 Cr"
3 BHK Apartment for Sale in Campal Goa,2000 sqft,"₹
1.75 Cr"
2 BHK Apartment for Sale in Caranzalem Goa,850 sqft,"₹
85 Lac"
2 BHK House for Sale in Bicholim Goa,1260 sqft,"₹
60 Lac"
"2 BHK Apartment for Sale in Tata Goa Paradise, Sancoale Goa",1280 sqft,"₹
1.10 Cr"
"2 BHK Apartment for Sale in Four Seasons Perola, Kadamba Plateau Goa",1100 sqft,"₹
79.5 Lac"
"4 BHK Flat for Sale in SS Infinitus, Nipania, Indore",3120 sqft,"₹
2.66 Cr"
"3 BHK Flat for Sale in Royal Greens, Niranjanpur, Indore",1659 sqft,"₹
78 Lac"
"2 BHK Flat for Sale in Sarthak Galaxy II, Rau, Indore",1112 sqft,"₹
37.6 Lac"
"2 BHK House for Sale in Tirupati Industrial Park, Bhangiya Indore",750 sqft,"₹
40.5 Lac"
"2 BHK Flat for Sale in Highline Fortune, Ujjain Indore Road, Indore",725 sqft,"₹
67 Lac"
3 BHK House for Sale in Nipania Indore,2000 sqft,"₹
1.30 Cr"
3 BHK Villa for Sale in Shubhagan extaintion Indore,1710 sqft,"₹
84 Lac"
3 BHK Villa for Sale in Dudhia Indore,1500 sqft,"₹
68 Lac"
"2 BHK Flat for Sale in Shiv Vatika Brij Residency, Nipania, Indore",750 sqft,"₹
59.4 Lac"
"2 BHK Flat for Sale in bholaram, Bhawar Kuan Square, Indore",1151 sqft,"₹
55 Lac"
3 BHK House for Sale in Singapore Township Indore,1320 sqft,"₹
85 Lac"
"3 BHK House for Sale in Satguru ARV Riviera, Arandia Indore",1750 sqft,"₹
90.1 Lac"
"3 BHK Flat for Sale in Scheme No 140, Indore",2034 sqft,"₹
3.13 Cr"
"2 BHK Flat for Sale in Ujjain Indore Road, Indore",800 sqft,"₹
53.4 Lac"
4 BHK House for Sale in Scheme No 134 Indore,1000 sqft,"₹
1.50 Cr"
4 BHK House for Sale in Nipania Indore,1812 sqft,"₹
95 Lac"
"2 BHK Flat for Sale in Kesharbag, Indore",1050 sqft,"₹
60 Lac"
"3 BHK Flat for Sale in Shikharji Dreamz, Arandia, Indore",1342 sqft,"₹
85 Lac"
4 BHK House for Sale in Ratlam Kothi Indore,2200 sqft,"₹
3.25 Cr"
"2 BHK Flat for Sale in Ganesh Nagar, Indore",1150 sqft,"₹
77 Lac"
3 BHK Flat for Sale in Indore,1535 sqft,"₹
98 Lac"
"3 BHK Flat for Sale in Tirumala Town, Chhota Bangarda, Indore",1552 sqft,"₹
60 Lac"
"2 BHK Flat for Sale in Prabhu Nagar, Indore",1350 sqft,"₹
68 Lac"
"4 BHK House for Sale in Tirumala Pride, MR 10 Indore",3008 sqft,"₹
1.50 Cr"
3 BHK House for Sale in Vaibhav nagar Indore,750 sqft,"₹
95 Lac"
"2 BHK Flat for Sale in Gumasta Nagar, Indore",845 sqft,"₹
35 Lac"
"2 BHK Flat for Sale in Tulsiyana Chandan Homes , Bhawrasla, Indore",1075 sqft,"₹
60 Lac"
"4 BHK House for Sale in Infocity Phase 2, Indore Bypass Road Indore",2065 sqft,"₹
1.15 Cr"
3 BHK House for Sale in Manavta Nagar Indore,1350 sqft,"₹
95 Lac"
"2 BHK Flat for Sale in Leeds Enclave, Manu Shree Nagar, Indore",1190 sqft,"₹
56 Lac"
"2 BHK House for Sale in Indus Satellite Greens, Devas Road Indore",850 sqft,"₹
70 Lac"
"2 BHK Apartment for Sale in Divine Greens, Nipania Indore",1096 sqft,"₹
55 Lac"
4 BHK Builder Floor for Sale in Saket Nagar Indore,2452 sqft,"₹
3.85 Cr"
2 BHK House for Sale in Anil Nagar Indore,1300 sqft,"₹
1.20 Cr"
2 BHK Apartment for Sale in Gulab bagh Indore,700 sqft,"₹
33 Lac"
2 BHK Apartment for Sale in Vaibhav Nagar Extension Indore,808 sqft,"₹
35 Lac"
"2 BHK Apartment for Sale in Satyamitra Rajlaxmi Nature, Rau Pithampur Road Indore",905 sqft,"₹
26.5 Lac"
"2 BHK Apartment for Sale in Arav Tower, Pipalayatapa Indore",1182 sqft,"₹
45 Lac"
2 BHK Apartment for Sale in Bengali Square Indore,607 sqft,"₹
38.5 Lac"
3 BHK Apartment for Sale in Snehlata Ganj Indore,1200 sqft,"₹
60 Lac"
3 BHK House for Sale in Swasthya Nagar Indore,400 sqft,"₹
60 Lac"
3 BHK Apartment for Sale in Race Course Road Indore,1000 sqft,"₹
58 Lac"
"2 BHK Apartment for Sale in Mirchandani Shalimar Palms, Pipaliyahana Indore",1296 sqft,"₹
71 Lac"
4 BHK Villa for Sale in Nipania Indore,3500 sqft,"₹
2.45 Cr"
2 BHK Apartment for Sale in Bicholi Mardana Indore,900 sqft,"₹
80 Lac"
"2 BHK House for Sale in Balaji Enclave, Manglia Indore",750 sqft,"₹
52 Lac"
4 BHK Villa for Sale in Devguradia Indore,1750 sqft,"₹
75 Lac"
"3 BHK Apartment for Sale in Sarthak Galaxy, Rau Indore",956 sqft,"₹
42 Lac"
3 BHK Builder Floor for Sale in Triveni Colony Indore,1385 sqft,"₹
1.35 Cr"
"4 BHK Apartment for Sale in Om Gurudev Complex, Vijay Nagar Indore",1882 sqft,"₹
90 Lac"
"3 BHK Apartment for Sale in Apollo DB City, Nipania Indore",2100 sqft,"₹
1.80 Cr"
"3 BHK Apartment for Sale in Century Park, Rajendra Nagar Colony Indore",1143 sqft,"₹
70 Lac"
"2 BHK Apartment for Sale in Shiv Vatika Brij Residency, Nipania Indore",750 sqft,"₹
38 Lac"
"3 BHK Apartment for Sale in SN Enclave, Super Corridor Indore",1250 sqft,"₹
65 Lac"
2 BHK Apartment for Sale in Niranjanpur Indore,815 sqft,"₹
55 Lac"
"2 BHK Apartment for Sale in Shubam Nariman Enclave, Super Corridor Indore",1300 sqft,"₹
50 Lac"
"3 BHK Apartment for Sale in BCM Paradise, Nipania Indore",1980 sqft,"₹
1.15 Cr"
4 BHK Apartment for Sale in Manorama Ganj Indore,1450 sqft,"₹
48 Lac"
"2 BHK Apartment for Sale in County Planet, Mahalakshmi Nagar Indore",1193 sqft,"₹
45 Lac"
2 BHK Apartment for Sale in Raheja Universal Indore,770 sqft,"₹
26 Lac"
2 BHK Apartment for Sale in Mahalakshmi Nagar Indore,900 sqft,"₹
55 Lac"
"3 BHK Apartment for Sale in DB Pride, Talawali Chanda Indore",886 sqft,"₹
76.5 Lac"
"4 BHK House for Sale in sattelite valley, Khandwa Road Indore",1375 sqft,"₹
97 Lac"
2 BHK Apartment for Sale in gulmohar vatika 1 scheme no 114 kanchan vihar Indore,899 sqft,"₹
35 Lac"
"3 BHK Apartment for Sale in Vastu City Rameshwaram, Bicholi Mardana Indore",2750 sqft,"₹
1.30 Cr"
